Name,ExecutionTimeInSeconds
TestCase4338,50
TestCase2708,31
TestCase400,59
TestCase4513,42
TestCase4552,37
TestCase3278,18
TestCase4527,51
TestCase2504,33
TestCase2430,50
TestCase3671,40
TestCase441,54
TestCase3508,37
TestCase2236,30
TestCase2555,49
TestCase1248,14
TestCase2245,25
TestCase2013,40
TestCase986,54
TestCase3235,45
TestCase340,37
TestCase4889,35
TestCase1946,37
TestCase743,55
TestCase2682,12
TestCase1439,58
TestCase1179,16
TestCase2674,32
TestCase595,24
TestCase1224,39
TestCase214,12
TestCase4995,29
TestCase3480,33
TestCase239,48
TestCase3546,28
TestCase4225,21
TestCase3152,16
TestCase2888,23
TestCase2374,36
TestCase2678,60
TestCase3511,38
TestCase4599,12
TestCase3341,17
TestCase3847,60
TestCase237,46
TestCase2240,26
TestCase603,35
TestCase1017,21
TestCase1543,51
TestCase1404,19
TestCase2277,15
TestCase4166,46
TestCase4394,49
TestCase4695,19
TestCase2187,26
TestCase2538,19
TestCase930,32
TestCase2798,33
TestCase2031,53
TestCase3661,27
TestCase3620,48
TestCase1592,25
TestCase3006,16
TestCase3005,18
TestCase466,50
TestCase1779,54
TestCase328,47
TestCase3132,58
TestCase1268,48
TestCase4834,11
TestCase208,27
TestCase4198,43
TestCase2233,19
TestCase2262,24
TestCase236,14
TestCase1463,18
TestCase766,27
TestCase2043,27
TestCase391,59
TestCase3998,37
TestCase1556,17
TestCase4943,52
TestCase747,53
TestCase3647,23
TestCase1025,47
TestCase2938,17
TestCase3966,35
TestCase4671,47
TestCase2573,53
TestCase3868,45
TestCase3938,13
TestCase1521,27
TestCase1498,40
TestCase3757,56
TestCase892,47
TestCase1239,55
TestCase4128,40
TestCase383,52
TestCase4387,36
TestCase658,20
TestCase4871,49
TestCase436,35
TestCase3572,41
TestCase2647,41
TestCase456,13
TestCase3949,48
TestCase903,25
TestCase3633,58
TestCase4662,50
TestCase1619,52
TestCase2978,55
TestCase2822,38
TestCase2902,33
TestCase1976,29
TestCase676,25
TestCase1267,34
TestCase2216,12
TestCase3406,18
TestCase1689,42
TestCase851,43
TestCase4251,49
TestCase371,49
TestCase2592,34
TestCase60,48
TestCase4144,46
TestCase4492,11
TestCase2904,57
TestCase1682,56
TestCase971,11
TestCase2010,31
TestCase2804,51
TestCase1550,60
TestCase4536,19
TestCase97,29
TestCase1183,13
TestCase738,32
TestCase2238,11
TestCase2345,41
TestCase643,15
TestCase2840,16
TestCase3133,53
TestCase4641,35
TestCase3390,44
TestCase117,40
TestCase737,52
TestCase4708,20
TestCase2389,29
TestCase3806,39
TestCase3043,32
TestCase4592,43
TestCase4996,26
TestCase588,51
TestCase568,17
TestCase35,54
TestCase3510,17
TestCase3140,59
TestCase2260,55
TestCase1484,18
TestCase151,12
TestCase2339,47
TestCase2750,34
TestCase1281,24
TestCase672,49
TestCase3690,59
TestCase3193,43
TestCase43,40
TestCase496,51
TestCase2797,59
TestCase3731,11
TestCase2767,12
TestCase1031,33
TestCase2417,51
TestCase4589,45
TestCase746,59
TestCase176,44
TestCase3282,56
TestCase4401,59
TestCase2677,16
TestCase3011,36
TestCase2360,46
TestCase957,55
TestCase668,14
TestCase3939,25
TestCase1325,23
TestCase1634,29
TestCase605,14
TestCase4333,17
TestCase563,42
TestCase840,59
TestCase1758,26
TestCase2906,12
TestCase3929,16
TestCase2353,16
TestCase4077,27
TestCase394,28
TestCase2927,39
TestCase4123,30
TestCase556,27
TestCase2103,33
TestCase1707,45
TestCase2017,47
TestCase1537,17
TestCase357,50
TestCase118,42
TestCase2541,13
TestCase1468,15
TestCase3881,27
TestCase3842,41
TestCase4132,13
TestCase2349,30
TestCase3354,48
TestCase3451,19
TestCase1057,46
TestCase4997,38
TestCase780,15
TestCase4768,24
TestCase4861,34
TestCase635,48
TestCase3321,47
TestCase4396,11
TestCase263,57
TestCase1508,31
TestCase3541,28
TestCase4114,22
TestCase3030,37
TestCase4332,52
TestCase2619,48
TestCase3854,15
TestCase34,25
TestCase4658,24
TestCase4115,50
TestCase3120,31
TestCase4043,42
TestCase1511,34
TestCase4743,16
TestCase1464,22
TestCase712,29
TestCase3793,50
TestCase179,40
TestCase3112,32
TestCase1046,54
TestCase1637,38
TestCase21,49
TestCase3189,45
TestCase2699,56
TestCase940,55
TestCase1432,47
TestCase1817,17
TestCase2093,26
TestCase1808,20
TestCase3551,41
TestCase2210,44
TestCase4730,25
TestCase626,24
TestCase3232,45
TestCase3142,14
TestCase2258,36
TestCase3221,58
TestCase834,17
TestCase2037,50
TestCase4421,29
TestCase403,31
TestCase2242,41
TestCase4973,33
TestCase1036,56
TestCase2029,48
TestCase3774,42
TestCase497,40
TestCase3053,13
TestCase2727,44
TestCase1560,34
TestCase2884,59
TestCase3703,56
TestCase2038,37
TestCase1362,31
TestCase3314,33
TestCase185,53
TestCase1775,45
TestCase367,22
TestCase3986,39
TestCase864,33
TestCase3571,51
TestCase2323,12
TestCase4087,13
TestCase2651,44
TestCase1478,53
TestCase3625,34
TestCase4272,23
TestCase4704,16
TestCase2223,45
TestCase1579,21
TestCase439,17
TestCase3382,18
TestCase3883,19
TestCase3322,51
TestCase4151,25
TestCase3199,30
TestCase3933,53
TestCase4700,22
TestCase1785,27
TestCase1974,48
TestCase1574,13
TestCase3649,20
TestCase3101,50
TestCase1245,20
TestCase4199,59
TestCase949,26
TestCase4692,16
TestCase2953,51
TestCase4385,47
TestCase4277,52
TestCase3849,22
TestCase933,12
TestCase268,20
TestCase2717,50
TestCase4317,46
TestCase2257,21
TestCase173,55
TestCase3608,52
TestCase4059,57
TestCase4737,33
TestCase4131,14
TestCase4675,45
TestCase376,16
TestCase1567,22
TestCase3332,44
TestCase4213,57
TestCase3430,27
TestCase1756,13
TestCase1361,32
TestCase2111,49
TestCase3087,25
TestCase4416,44
TestCase3656,37
TestCase4782,59
TestCase2593,30
TestCase3436,50
TestCase694,56
TestCase3514,38
TestCase1922,20
TestCase916,32
TestCase2320,30
TestCase1855,55
TestCase4041,30
TestCase160,58
TestCase2184,42
TestCase1101,26
TestCase1818,47
TestCase729,24
TestCase3081,18
TestCase699,56
TestCase1561,34
TestCase901,37
TestCase843,17
TestCase3503,35
TestCase968,57
TestCase3438,30
TestCase1520,58
TestCase182,39
TestCase2759,33
TestCase2081,43
TestCase775,32
TestCase4206,12
TestCase1731,51
TestCase3852,59
TestCase4936,53
TestCase992,30
TestCase1840,41
TestCase4310,18
TestCase2151,47
TestCase683,21
TestCase3707,56
TestCase2754,51
TestCase4908,20
TestCase1199,39
TestCase3841,36
TestCase4663,38
TestCase4357,54
TestCase4754,37
TestCase2874,26
TestCase875,27
TestCase2108,44
TestCase3113,20
TestCase4477,50
TestCase418,28
TestCase4090,52
TestCase1757,24
TestCase4487,20
TestCase1714,32
TestCase1337,42
TestCase1856,16
TestCase553,57
TestCase1235,31
TestCase465,36
TestCase1773,38
TestCase3517,51
TestCase612,20
TestCase1307,30
TestCase1699,31
TestCase2314,50
TestCase2596,47
TestCase1528,24
TestCase4170,21
TestCase2970,26
TestCase353,48
TestCase3754,51
TestCase2310,29
TestCase1103,14
TestCase413,13
TestCase3134,37
TestCase4502,60
TestCase3846,25
TestCase4136,46
TestCase3811,15
TestCase1927,50
TestCase188,53
TestCase2021,36
TestCase551,36
TestCase1291,22
TestCase2016,39
TestCase4026,46
TestCase735,30
TestCase4280,47
TestCase1205,52
TestCase3372,47
TestCase2334,23
TestCase48,43
TestCase393,28
TestCase2097,54
TestCase2535,53
TestCase341,22
TestCase288,28
TestCase4103,26
TestCase1995,25
TestCase3496,51
TestCase3184,56
TestCase1800,41
TestCase17,52
TestCase514,20
TestCase4733,58
TestCase1887,26
TestCase4101,33
TestCase965,38
TestCase266,11
TestCase1774,54
TestCase950,47
TestCase262,45
TestCase2311,17
TestCase4659,16
TestCase2969,21
TestCase1398,46
TestCase1168,21
TestCase3607,53
TestCase3107,60
TestCase4247,57
TestCase3211,18
TestCase248,16
TestCase762,17
TestCase4450,19
TestCase3749,33
TestCase4518,39
TestCase3403,46
TestCase2446,28
TestCase663,31
TestCase2288,57
TestCase4430,60
TestCase4119,45
TestCase95,25
TestCase3950,20
TestCase3701,27
TestCase4061,39
TestCase244,20
TestCase4765,53
TestCase3228,59
TestCase2000,18
TestCase171,35
TestCase2134,34
TestCase42,49
TestCase3027,13
TestCase1310,38
TestCase1702,55
TestCase4924,42
TestCase2522,29
TestCase602,51
TestCase2421,51
TestCase3088,60
TestCase1547,46
TestCase1117,60
TestCase2153,15
TestCase1755,52
TestCase2792,51
TestCase1860,15
TestCase2185,37
TestCase3660,43
TestCase3581,27
TestCase3532,11
TestCase3360,47
TestCase1893,14
TestCase1100,17
TestCase4186,29
TestCase1271,47
TestCase1315,28
TestCase4139,54
TestCase4127,54
TestCase2293,41
TestCase1214,11
TestCase3351,21
TestCase3200,21
TestCase2728,16
TestCase2363,21
TestCase4195,58
TestCase1226,43
TestCase1601,14
TestCase3098,36
TestCase3479,60
TestCase3212,12
TestCase4274,15
TestCase3290,13
TestCase3564,14
TestCase1989,54
TestCase552,40
TestCase4959,30
TestCase1843,60
TestCase2729,19
TestCase2265,41
TestCase3534,55
TestCase335,39
TestCase85,46
TestCase1070,56
TestCase3636,28
TestCase2291,14
TestCase2259,21
TestCase2849,36
TestCase2416,37
TestCase1998,39
TestCase835,50
TestCase800,17
TestCase175,45
TestCase2130,21
TestCase49,49
TestCase3226,38
TestCase549,41
TestCase1082,28
TestCase3,43
TestCase675,58
TestCase4817,18
TestCase218,13
TestCase550,44
TestCase233,49
TestCase3174,44
TestCase4001,38
TestCase231,29
TestCase2518,12
TestCase4715,54
TestCase4182,36
TestCase2229,26
TestCase1666,34
TestCase2557,60
TestCase818,40
TestCase203,44
TestCase967,13
TestCase2781,53
TestCase3554,53
TestCase3739,58
TestCase4164,19
TestCase2670,32
TestCase4211,12
TestCase2307,45
TestCase701,35
TestCase642,29
TestCase1301,23
TestCase3062,28
TestCase4215,23
TestCase109,39
TestCase2239,21
TestCase1675,23
TestCase4242,36
TestCase2931,50
TestCase2743,60
TestCase3829,35
TestCase1642,42
TestCase893,21
TestCase3669,57
TestCase627,35
TestCase130,15
TestCase4960,25
TestCase3141,35
TestCase3476,33
TestCase2769,33
TestCase4542,29
TestCase1024,18
TestCase3565,36
TestCase2412,55
TestCase3897,29
TestCase424,33
TestCase1986,51
TestCase4600,22
TestCase3012,19
TestCase2610,53
TestCase3645,26
TestCase479,43
TestCase3655,32
TestCase4086,31
TestCase1013,47
TestCase3271,14
TestCase2460,41
TestCase2297,46
TestCase810,54
TestCase4360,56
TestCase1430,39
TestCase4642,41
TestCase684,35
TestCase3456,26
TestCase1738,49
TestCase411,39
TestCase590,32
TestCase2434,16
TestCase1078,25
TestCase1540,25
TestCase3303,34
TestCase3125,45
TestCase1695,47
TestCase3408,26
TestCase1032,39
TestCase528,20
TestCase1059,57
TestCase4538,56
TestCase3693,57
TestCase354,14
TestCase3599,14
TestCase3831,52
TestCase3420,23
TestCase1604,49
TestCase4811,23
TestCase3650,55
TestCase183,42
TestCase700,45
TestCase1742,38
TestCase364,46
TestCase3163,27
TestCase2815,31
TestCase3956,14
TestCase192,27
TestCase2771,21
TestCase781,20
TestCase2067,23
TestCase826,13
TestCase587,20
TestCase1600,42
TestCase467,47
TestCase1264,12
TestCase4294,15
TestCase5,36
TestCase1004,60
TestCase406,60
TestCase4748,22
TestCase2278,58
TestCase2433,36
TestCase2030,36
TestCase2567,18
TestCase2328,51
TestCase1003,19
TestCase3124,59
TestCase1885,46
TestCase4693,45
TestCase807,60
TestCase4414,44
TestCase319,47
TestCase3023,35
TestCase3242,18
TestCase4855,59
TestCase3952,21
TestCase1940,46
TestCase1741,24
TestCase4744,45
TestCase3741,17
TestCase2302,44
TestCase493,24
TestCase2126,53
TestCase2264,39
TestCase4726,40
TestCase4275,42
TestCase976,33
TestCase523,46
TestCase284,33
TestCase2403,57
TestCase3943,33
TestCase2181,60
TestCase1518,28
TestCase1895,19
TestCase1370,41
TestCase4320,59
TestCase2149,55
TestCase2574,46
TestCase4795,59
TestCase4756,44
TestCase4413,30
TestCase429,18
TestCase3047,33
TestCase2841,51
TestCase3210,18
TestCase4098,13
TestCase3239,49
TestCase1443,11
TestCase4916,52
TestCase4287,23
TestCase2910,15
TestCase41,21
TestCase2580,22
TestCase1343,47
TestCase2963,50
TestCase809,60
TestCase4788,11
TestCase3309,20
TestCase4451,54
TestCase2809,31
TestCase3784,27
TestCase3407,13
TestCase4331,17
TestCase4229,20
TestCase951,31
TestCase3752,54
TestCase2990,12
TestCase2096,23
TestCase3155,53
TestCase2340,19
TestCase4163,58
TestCase2173,38
TestCase2764,40
TestCase4260,25
TestCase2877,51
TestCase758,47
TestCase254,57
TestCase1629,45
TestCase4100,33
TestCase2785,59
TestCase3618,50
TestCase3640,49
TestCase2687,26
TestCase1941,31
TestCase4603,12
TestCase1903,31
TestCase2092,47
TestCase1705,41
TestCase3439,50
TestCase1119,43
TestCase3126,50
TestCase1917,56
TestCase2733,45
TestCase2633,32
TestCase932,19
TestCase759,43
TestCase3452,36
TestCase2386,19
TestCase2578,52
TestCase2530,57
TestCase4296,59
TestCase1770,16
TestCase3432,60
TestCase1208,15
TestCase2657,29
TestCase2375,29
TestCase2685,50
TestCase2180,33
TestCase2183,47
TestCase2263,12
TestCase560,44
TestCase1340,16
TestCase4863,13
TestCase4013,44
TestCase1273,24
TestCase2464,54
TestCase4948,57
TestCase3137,11
TestCase4278,29
TestCase2299,58
TestCase4169,30
TestCase2271,22
TestCase4018,24
TestCase59,26
TestCase1348,34
TestCase3158,17
TestCase516,22
TestCase4976,22
TestCase3719,57
TestCase1776,38
TestCase2431,16
TestCase4231,45
TestCase2643,31
TestCase1825,43
TestCase4623,20
TestCase571,33
TestCase2502,25
TestCase3183,57
TestCase1881,42
TestCase2761,42
TestCase475,52
TestCase2611,37
TestCase4257,42
TestCase2252,37
TestCase1454,36
TestCase149,39
TestCase1112,39
TestCase1830,33
TestCase4564,29
TestCase1191,55
TestCase3264,51
TestCase2718,26
TestCase3366,20
TestCase502,22
TestCase2988,47
TestCase4764,46
TestCase1434,53
TestCase2147,21
TestCase2455,37
TestCase4116,55
TestCase115,36
TestCase2145,45
TestCase1873,27
TestCase4117,56
TestCase386,49
TestCase4126,38
TestCase3484,11
TestCase3421,33
TestCase1302,18
TestCase1475,11
TestCase276,50
TestCase1864,43
TestCase2084,54
TestCase2912,49
TestCase46,18
TestCase2519,19
TestCase3589,58
TestCase3249,51
TestCase2569,40
TestCase3543,12
TestCase2508,49
TestCase3196,43
TestCase3567,12
TestCase1672,56
TestCase1626,31
TestCase2690,52
TestCase3821,30
TestCase3260,59
TestCase2248,15
TestCase2166,30
TestCase3502,24
TestCase4736,38
TestCase3803,41
TestCase904,44
TestCase2901,13
TestCase4570,20
TestCase4042,15
TestCase3092,42
TestCase2827,51
TestCase4433,28
TestCase2086,22
TestCase1203,34
TestCase4545,30
TestCase2958,48
TestCase1526,25
TestCase887,14
TestCase484,49
TestCase2226,15
TestCase665,52
TestCase1257,27
TestCase300,55
TestCase4142,37
TestCase3844,35
TestCase1173,19
TestCase1678,51
TestCase390,35
TestCase1292,52
TestCase3798,11
TestCase3709,21
TestCase73,14
TestCase3453,49
TestCase1555,49
TestCase3234,54
TestCase1387,37
TestCase3867,14
TestCase2981,28
TestCase1568,59
TestCase3208,49
TestCase3294,19
TestCase2398,32
TestCase4582,39
TestCase273,51
TestCase4027,37
TestCase3283,14
TestCase3667,33
TestCase4445,42
TestCase1050,19
TestCase25,27
TestCase338,39
TestCase515,48
TestCase4060,44
TestCase2967,27
TestCase379,15
TestCase1649,44
TestCase3468,26
TestCase3259,17
TestCase2059,52
TestCase3312,24
TestCase870,30
TestCase942,46
TestCase3916,55
TestCase1514,56
TestCase857,27
TestCase108,28
TestCase3040,52
TestCase346,37
TestCase1389,58
TestCase4550,47
TestCase3582,55
TestCase4210,20
TestCase91,39
TestCase3306,30
TestCase3319,45
TestCase2683,51
TestCase3091,38
TestCase777,25
TestCase1097,48
TestCase33,56
TestCase4563,49
TestCase4978,19
TestCase3471,24
TestCase3587,36
TestCase4482,18
TestCase4067,19
TestCase4777,22
TestCase1816,48
TestCase1548,22
TestCase1146,35
TestCase4854,47
TestCase4775,48
TestCase4157,40
TestCase4739,49
TestCase197,12
TestCase685,20
TestCase3308,48
TestCase4975,35
TestCase1648,22
TestCase4776,16
TestCase3494,52
TestCase3003,16
TestCase2645,59
TestCase4455,30
TestCase4714,52
TestCase3431,27
TestCase2887,40
TestCase817,58
TestCase644,27
TestCase1525,36
TestCase2983,34
TestCase70,37
TestCase4516,50
TestCase3352,47
TestCase3750,53
TestCase4299,24
TestCase2365,45
TestCase923,36
TestCase1575,19
TestCase4476,23
TestCase650,11
TestCase3967,22
TestCase689,16
TestCase1236,55
TestCase711,27
TestCase3384,28
TestCase3804,58
TestCase110,43
TestCase4534,40
TestCase2695,22
TestCase401,27
TestCase3218,15
TestCase1019,15
TestCase3021,15
TestCase3689,15
TestCase2889,24
TestCase4698,49
TestCase4359,13
TestCase3870,38
TestCase1517,51
TestCase2788,52
TestCase3542,11
TestCase2243,48
TestCase3222,47
TestCase978,41
TestCase3552,60
TestCase3921,35
TestCase622,39
TestCase4631,50
TestCase1581,27
TestCase3326,24
TestCase1845,21
TestCase1088,30
TestCase1116,34
TestCase920,18
TestCase1134,19
TestCase1723,31
TestCase1545,48
TestCase1809,49
TestCase3856,44
TestCase714,56
TestCase1469,25
TestCase1161,21
TestCase2681,54
TestCase4500,53
TestCase389,44
TestCase3884,44
TestCase1153,18
TestCase2300,16
TestCase1006,40
TestCase4372,56
TestCase3591,45
TestCase317,38
TestCase4072,28
TestCase1288,19
TestCase2124,43
TestCase4342,56
TestCase302,34
TestCase2423,38
TestCase4595,43
TestCase3296,52
TestCase559,26
TestCase2489,11
TestCase4515,23
TestCase1932,48
TestCase4269,35
TestCase3346,44
TestCase1202,34
TestCase2676,47
TestCase472,55
TestCase96,56
TestCase2089,22
TestCase2036,49
TestCase1824,40
TestCase1492,38
TestCase1049,53
TestCase1039,49
TestCase1276,54
TestCase416,50
TestCase1488,33
TestCase3925,53
TestCase4371,23
TestCase582,31
TestCase2944,58
TestCase351,54
TestCase647,46
TestCase4048,16
TestCase1991,24
TestCase1719,45
TestCase2070,21
TestCase921,59
TestCase4639,48
TestCase3515,33
TestCase4426,46
TestCase1053,54
TestCase4562,53
TestCase1606,45
TestCase678,52
TestCase534,49
TestCase3778,49
TestCase3706,26
TestCase4270,39
TestCase3396,43
TestCase3440,58
TestCase4624,34
TestCase1403,40
TestCase1778,42
TestCase2876,23
TestCase1265,51
TestCase4203,50
TestCase734,40
TestCase1822,46
TestCase3965,13
TestCase597,34
TestCase593,18
TestCase3513,31
TestCase3495,13
TestCase3758,56
TestCase3150,43
TestCase4297,52
TestCase56,42
TestCase200,45
TestCase3194,48
TestCase2205,38
TestCase4160,53
TestCase1982,48
TestCase3676,57
TestCase2318,49
TestCase2355,43
TestCase952,23
TestCase1794,17
TestCase3106,54
TestCase4289,33
TestCase3783,58
TestCase3710,17
TestCase664,40
TestCase564,18
TestCase2971,45
TestCase1180,36
TestCase655,15
TestCase3902,11
TestCase2854,22
TestCase4214,44
TestCase4263,26
TestCase4687,31
TestCase1510,54
TestCase4399,58
TestCase4373,24
TestCase1365,20
TestCase4440,20
TestCase4822,14
TestCase3093,20
TestCase2273,21
TestCase797,23
TestCase1512,20
TestCase639,26
TestCase2140,14
TestCase1841,28
TestCase3429,11
TestCase1428,48
TestCase4981,48
TestCase4006,43
TestCase375,12
TestCase3168,53
TestCase662,29
TestCase4124,14
TestCase2042,33
TestCase4290,18
TestCase4635,43
TestCase4923,34
TestCase4983,31
TestCase885,47
TestCase3464,23
TestCase2774,34
TestCase4942,38
TestCase2009,51
TestCase2102,47
TestCase4062,41
TestCase3922,47
TestCase2462,60
TestCase2306,13
TestCase4841,40
TestCase324,11
TestCase2285,34
TestCase2254,26
TestCase3084,54
TestCase3735,30
TestCase102,37
TestCase3825,60
TestCase697,56
TestCase2414,33
TestCase1587,12
TestCase18,58
TestCase3584,21
TestCase2364,35
TestCase4573,41
TestCase2896,45
TestCase964,28
TestCase4356,50
TestCase4268,38
TestCase872,30
TestCase1935,57
TestCase2897,20
TestCase2172,13
TestCase878,27
TestCase1217,12
TestCase2015,49
TestCase1228,38
TestCase369,37
TestCase1686,51
TestCase3059,37
TestCase2378,20
TestCase2665,13
TestCase255,29
TestCase2773,44
TestCase545,30
TestCase1258,52
TestCase1569,33
TestCase434,56
TestCase519,14
TestCase1401,30
TestCase1882,26
TestCase4002,13
TestCase1308,36
TestCase3050,22
TestCase2710,34
TestCase3615,42
TestCase4484,53
TestCase4107,20
TestCase2585,50
TestCase2377,54
TestCase2080,18
TestCase4363,44
TestCase2704,52
TestCase2655,49
TestCase3230,34
TestCase4650,27
TestCase4093,17
TestCase2397,48
TestCase437,16
TestCase4441,41
TestCase3458,46
TestCase4354,23
TestCase3680,34
TestCase4235,17
TestCase1154,51
TestCase4850,45
TestCase2497,44
TestCase3574,37
TestCase827,24
TestCase4446,32
TestCase3704,31
TestCase3972,18
TestCase815,57
TestCase2528,20
TestCase4627,46
TestCase2144,36
TestCase2068,48
TestCase4846,41
TestCase4629,24
TestCase458,11
TestCase3946,53
TestCase3683,49
TestCase2492,55
TestCase1889,15
TestCase522,36
TestCase609,58
TestCase2871,35
TestCase3919,56
TestCase3177,23
TestCase4840,31
TestCase1477,17
TestCase3498,34
TestCase126,36
TestCase3392,39
TestCase4178,39
TestCase4171,36
TestCase4799,23
TestCase3048,32
TestCase3032,42
TestCase3685,53
TestCase863,50
TestCase4876,59
TestCase3817,22
TestCase874,23
TestCase4952,47
TestCase3247,47
TestCase755,12
TestCase1870,44
TestCase4786,13
TestCase2060,41
TestCase2968,56
TestCase3670,31
TestCase28,21
TestCase2041,51
TestCase4130,13
TestCase4929,32
TestCase3262,25
TestCase623,16
TestCase2373,59
TestCase2950,36
TestCase3917,60
TestCase2701,12
TestCase150,18
TestCase2312,25
TestCase2152,41
TestCase3379,59
TestCase3175,30
TestCase3857,52
TestCase2191,48
TestCase3724,20
TestCase4025,36
TestCase3773,35
TestCase573,26
TestCase1381,13
TestCase3920,56
TestCase2891,20
TestCase1455,35
TestCase531,60
TestCase318,60
TestCase3979,37
TestCase3275,46
TestCase3273,16
TestCase1610,50
TestCase2507,21
TestCase4721,24
TestCase3761,28
TestCase2201,34
TestCase1363,31
TestCase1436,14
TestCase3970,36
TestCase1578,41
TestCase3441,18
TestCase4318,30
TestCase500,28
TestCase1949,26
TestCase4646,15
TestCase4044,41
TestCase1415,34
TestCase3463,58
TestCase1030,48
TestCase1090,39
TestCase2188,34
TestCase2047,11
TestCase3726,57
TestCase3085,20
TestCase1466,36
TestCase1204,54
TestCase2775,13
TestCase4958,15
TestCase1956,12
TestCase3418,23
TestCase3395,54
TestCase2862,32
TestCase1846,18
TestCase2157,51
TestCase2372,30
TestCase428,14
TestCase2890,36
TestCase63,13
TestCase2866,51
TestCase3756,36
TestCase1163,53
TestCase4074,39
TestCase3299,30
TestCase1633,31
TestCase1979,38
TestCase1681,57
TestCase3111,53
TestCase4435,13
TestCase4524,20
TestCase4288,32
TestCase3992,53
TestCase3862,38
TestCase1167,28
TestCase4233,55
TestCase3877,44
TestCase1242,52
TestCase736,38
TestCase3409,16
TestCase2101,42
TestCase3457,47
TestCase2132,55
TestCase886,38
TestCase1044,31
TestCase4724,34
TestCase4159,55
TestCase3958,54
TestCase2045,46
TestCase3810,19
TestCase2189,17
TestCase4590,55
TestCase2772,33
TestCase1144,24
TestCase3089,14
TestCase3828,23
TestCase2943,18
TestCase4071,26
TestCase4559,44
TestCase4094,55
TestCase3173,40
TestCase2559,43
TestCase4831,20
TestCase1482,26
TestCase1195,35
TestCase422,56
TestCase4197,30
TestCase997,21
TestCase4406,12
TestCase2680,21
TestCase4697,52
TestCase2671,18
TestCase4685,36
TestCase1996,45
TestCase2050,29
TestCase1726,14
TestCase3117,15
TestCase1352,39
TestCase833,18
TestCase2498,55
TestCase1964,22
TestCase4209,21
TestCase3872,19
TestCase574,31
TestCase944,57
TestCase3475,18
TestCase3975,34
TestCase764,49
TestCase3025,53
TestCase3119,46
TestCase2959,13
TestCase4925,55
TestCase2985,44
TestCase258,60
TestCase3588,54
TestCase4191,45
TestCase3700,27
TestCase316,30
TestCase715,59
TestCase4918,47
TestCase4047,57
TestCase1033,43
TestCase2975,38
TestCase1823,53
TestCase2279,19
TestCase3987,52
TestCase2413,60
TestCase2088,50
TestCase3257,31
TestCase3631,15
TestCase2442,16
TestCase2859,39
TestCase3816,59
TestCase4575,27
TestCase687,20
TestCase819,60
TestCase2411,60
TestCase2305,27
TestCase934,47
TestCase1001,24
TestCase2222,42
TestCase3553,42
TestCase352,23
TestCase4368,11
TestCase867,17
TestCase1058,38
TestCase1849,49
TestCase298,43
TestCase4415,17
TestCase3892,20
TestCase631,39
TestCase2697,21
TestCase2932,37
TestCase3015,43
TestCase2241,23
TestCase4503,13
TestCase4223,16
TestCase1283,32
TestCase4377,44
TestCase4869,57
TestCase382,47
TestCase3167,23
TestCase3459,24
TestCase3000,28
TestCase4984,59
TestCase4380,56
TestCase3446,56
TestCase1143,20
TestCase541,12
TestCase1589,38
TestCase1304,21
TestCase1133,52
TestCase2994,36
TestCase2984,11
TestCase295,22
TestCase1061,38
TestCase3128,52
