Name,ExecutionTimeInSeconds
TestCase3096,3
TestCase1696,9
TestCase3725,9
TestCase1783,6
TestCase435,4
TestCase599,10
TestCase1246,1
TestCase1244,8
TestCase3284,8
TestCase4692,9
TestCase3061,1
TestCase2750,9
TestCase2245,2
TestCase1512,7
TestCase1543,3
TestCase3223,6
TestCase4962,10
TestCase1594,9
TestCase2843,8
TestCase1963,6
TestCase4054,4
TestCase150,9
TestCase2758,6
TestCase1910,3
TestCase2480,3
TestCase3747,7
TestCase4235,9
TestCase3610,10
TestCase2378,8
TestCase3154,8
TestCase3613,8
TestCase2214,3
TestCase2225,10
TestCase2424,10
TestCase1112,9
TestCase3288,8
TestCase4085,10
TestCase1710,4
TestCase1274,3
TestCase2952,7
TestCase4312,1
TestCase3548,5
TestCase2007,9
TestCase4252,7
TestCase3714,5
TestCase2678,2
TestCase2395,3
TestCase1682,5
TestCase439,2
TestCase2607,3
TestCase1477,8
TestCase3039,3
TestCase1540,7
TestCase714,3
TestCase3354,10
TestCase3137,5
TestCase649,9
TestCase74,3
TestCase3085,7
TestCase2855,8
TestCase3429,10
TestCase3665,10
TestCase2391,10
TestCase2164,6
TestCase2794,1
TestCase3554,6
TestCase4272,1
TestCase2353,5
TestCase1000,9
TestCase4700,7
TestCase2681,7
TestCase1157,3
TestCase3067,9
TestCase4578,5
TestCase1678,10
TestCase1488,1
TestCase3316,1
TestCase1097,1
TestCase437,4
TestCase4162,6
TestCase1233,9
TestCase3239,9
TestCase1833,8
TestCase3088,8
TestCase4941,8
TestCase3602,1
TestCase2823,10
TestCase4050,7
TestCase4393,6
TestCase2192,5
TestCase1860,8
TestCase3857,1
TestCase1058,9
TestCase2726,2
TestCase4289,6
TestCase2423,6
TestCase308,3
TestCase2918,10
TestCase4420,5
TestCase4391,8
TestCase1037,7
TestCase836,7
TestCase2398,7
TestCase1119,2
TestCase3834,9
TestCase23,3
TestCase1858,1
TestCase112,5
TestCase2029,2
TestCase4442,7
TestCase3375,5
TestCase1714,4
TestCase2217,8
TestCase4440,5
TestCase1391,7
TestCase3035,8
TestCase3749,2
TestCase4721,1
TestCase3021,2
TestCase493,7
TestCase2191,8
TestCase710,5
TestCase203,8
TestCase2958,9
TestCase1737,6
TestCase1790,8
TestCase4986,3
TestCase4140,8
TestCase4512,3
TestCase3388,7
TestCase2859,5
TestCase4045,6
TestCase2375,3
TestCase2856,3
TestCase3713,7
TestCase979,3
TestCase2239,10
TestCase576,8
TestCase3553,1
TestCase854,7
TestCase4222,1
TestCase4120,8
TestCase2362,6
TestCase3149,6
TestCase4970,10
TestCase58,4
TestCase295,1
TestCase2910,10
TestCase2894,9
TestCase4776,1
TestCase737,10
TestCase2532,4
TestCase883,4
TestCase143,4
TestCase2927,4
TestCase107,5
TestCase3511,8
TestCase1175,3
TestCase2254,1
TestCase2697,1
TestCase320,10
TestCase2489,9
TestCase1150,8
TestCase2354,8
TestCase2962,6
TestCase1544,10
TestCase718,2
TestCase4568,10
TestCase4201,3
TestCase4018,4
TestCase644,2
TestCase502,6
TestCase4694,9
TestCase662,7
TestCase1184,2
TestCase1371,5
TestCase4489,10
TestCase2460,2
TestCase3716,7
TestCase3939,3
TestCase3619,10
TestCase1703,1
TestCase1161,2
TestCase4029,1
TestCase3564,6
TestCase4809,4
TestCase4325,4
TestCase2132,4
TestCase899,8
TestCase2741,2
TestCase3224,2
TestCase2057,2
TestCase2943,8
TestCase3261,2
TestCase2869,2
TestCase3852,5
TestCase26,1
TestCase4157,10
TestCase3467,3
TestCase1483,8
TestCase275,2
TestCase3273,1
TestCase3854,7
TestCase1348,10
TestCase2714,8
TestCase1237,2
TestCase156,10
TestCase3131,7
TestCase208,10
TestCase1938,7
TestCase4407,10
TestCase3739,8
TestCase4023,4
TestCase3026,10
TestCase1529,7
TestCase4001,2
TestCase1523,6
TestCase4487,7
TestCase1299,6
TestCase2757,7
TestCase2012,1
TestCase1580,4
TestCase1510,5
TestCase4093,10
TestCase1969,5
TestCase4845,10
TestCase4506,9
TestCase4924,9
TestCase2170,10
TestCase3896,8
TestCase339,8
TestCase3165,8
TestCase3107,6
TestCase4858,1
TestCase3528,2
TestCase3919,7
TestCase2559,2
TestCase3185,8
TestCase4656,6
TestCase1291,5
TestCase2802,2
TestCase3337,1
TestCase4651,8
TestCase3438,8
TestCase2986,2
TestCase2319,1
TestCase2131,4
TestCase531,10
TestCase2502,10
TestCase4794,1
TestCase943,10
TestCase2576,10
TestCase2619,2
TestCase1944,3
TestCase4500,5
TestCase2106,8
TestCase1372,5
TestCase4847,7
TestCase2511,7
TestCase1030,8
TestCase590,3
TestCase3599,9
TestCase3472,7
TestCase3887,7
TestCase1761,9
TestCase3519,4
TestCase3042,5
TestCase3357,2
TestCase1496,5
TestCase169,4
TestCase3262,7
TestCase4190,9
TestCase3265,8
TestCase1096,8
TestCase4595,9
TestCase1587,5
TestCase1221,1
TestCase258,7
TestCase2210,1
TestCase4390,3
TestCase4347,3
TestCase3049,10
TestCase560,8
TestCase587,3
TestCase4854,3
TestCase3600,4
TestCase3411,4
TestCase3318,9
TestCase2323,1
TestCase2143,9
TestCase4363,2
TestCase1292,5
TestCase500,3
TestCase4153,5
TestCase2213,1
TestCase814,2
TestCase2167,6
TestCase4015,4
TestCase4716,8
TestCase2972,7
TestCase4096,7
TestCase3658,6
TestCase1464,8
TestCase4185,10
TestCase1191,7
TestCase1335,6
TestCase1220,2
TestCase2577,5
TestCase2050,8
TestCase3779,4
TestCase1125,8
TestCase94,3
TestCase4869,3
TestCase1215,10
TestCase1940,2
TestCase4479,7
TestCase4621,7
TestCase4392,5
TestCase1322,8
TestCase3488,4
TestCase2247,6
TestCase1460,1
TestCase882,1
TestCase3028,7
TestCase2439,8
TestCase1618,9
TestCase4795,1
TestCase2733,9
TestCase4830,3
TestCase4968,7
TestCase4062,7
TestCase3225,8
TestCase3831,8
TestCase3055,2
TestCase4357,10
TestCase4611,6
TestCase1386,6
TestCase1879,7
TestCase1691,3
TestCase1815,2
TestCase2206,8
TestCase4893,2
TestCase4250,6
TestCase3186,2
TestCase3748,6
TestCase3072,5
TestCase155,6
TestCase675,4
TestCase1776,2
TestCase3522,8
TestCase775,7
TestCase3734,4
TestCase1440,8
TestCase3836,1
TestCase3750,5
TestCase104,1
TestCase1794,8
TestCase2158,1
TestCase2061,1
TestCase3640,9
TestCase666,8
TestCase3643,1
TestCase1572,10
TestCase4377,6
TestCase2809,3
TestCase2041,8
TestCase2212,8
TestCase4779,1
TestCase1514,7
TestCase121,4
TestCase3645,4
TestCase1796,5
TestCase394,4
TestCase3603,8
TestCase2948,8
TestCase931,7
TestCase1904,1
TestCase3596,3
TestCase2363,6
TestCase963,7
TestCase1296,5
TestCase2769,5
TestCase4202,7
TestCase348,8
TestCase3241,3
TestCase1575,1
TestCase1001,2
TestCase4923,9
TestCase2875,7
TestCase2076,7
TestCase2458,7
TestCase2747,9
TestCase3403,3
TestCase2992,4
TestCase3496,2
TestCase3611,7
TestCase616,3
TestCase2486,2
TestCase2285,6
TestCase4805,2
TestCase3298,4
TestCase322,5
TestCase4507,9
TestCase3907,5
TestCase3282,4
TestCase433,7
TestCase1129,2
TestCase1697,8
TestCase1606,5
TestCase3668,1
TestCase15,1
TestCase1051,5
TestCase4346,7
TestCase2340,4
TestCase105,2
TestCase1845,8
TestCase581,2
TestCase4445,5
TestCase682,3
TestCase3683,8
TestCase4562,7
TestCase2227,1
TestCase475,10
TestCase1941,5
TestCase4261,9
TestCase1230,4
TestCase915,5
TestCase892,10
TestCase1854,9
TestCase4944,8
TestCase2280,3
TestCase2778,5
TestCase2924,9
TestCase451,7
TestCase3529,8
TestCase4247,6
TestCase3234,6
TestCase4604,3
TestCase681,5
TestCase385,3
TestCase3003,2
TestCase586,2
TestCase3583,3
TestCase1676,4
TestCase768,9
TestCase484,2
TestCase4279,7
TestCase4010,10
TestCase4379,5
TestCase920,5
TestCase807,3
TestCase1439,1
TestCase469,1
TestCase2946,9
TestCase621,5
TestCase1988,4
TestCase4946,8
TestCase4296,10
TestCase797,10
TestCase578,1
TestCase1402,1
TestCase3125,6
TestCase1728,8
TestCase4966,7
TestCase3019,6
TestCase3450,1
TestCase3537,7
TestCase4454,1
TestCase3901,9
TestCase2083,9
TestCase2402,10
TestCase1228,10
TestCase3575,1
TestCase998,8
TestCase1092,6
TestCase4366,10
TestCase4415,2
TestCase3513,10
TestCase1900,5
TestCase3693,10
TestCase567,6
TestCase246,3
TestCase1022,3
TestCase3833,6
TestCase3912,5
TestCase3502,2
TestCase4275,10
TestCase4616,6
TestCase1449,2
TestCase4584,2
TestCase595,4
TestCase1445,3
TestCase4426,5
TestCase2849,3
TestCase4864,9
TestCase4563,6
TestCase259,8
TestCase309,9
TestCase1828,9
TestCase4158,6
TestCase828,7
TestCase1021,1
TestCase3040,3
TestCase51,3
TestCase3303,4
TestCase2202,6
TestCase4496,1
TestCase2923,2
TestCase3275,2
TestCase3092,7
TestCase1039,4
TestCase2773,9
TestCase3038,8
TestCase855,6
TestCase3682,6
TestCase1503,5
TestCase52,8
TestCase2118,8
TestCase987,2
TestCase4989,6
TestCase3902,6
TestCase303,5
TestCase1607,4
TestCase2056,2
TestCase3116,10
TestCase4851,10
TestCase3381,4
TestCase1121,2
TestCase4672,8
TestCase3526,4
TestCase3160,7
TestCase1566,6
TestCase4084,3
TestCase2493,10
TestCase2419,3
TestCase885,5
TestCase3936,9
TestCase218,4
TestCase3287,3
TestCase4186,9
TestCase1751,9
TestCase3961,9
TestCase2729,10
TestCase3332,2
TestCase3557,6
TestCase4638,9
TestCase853,3
TestCase3977,5
TestCase760,2
TestCase1178,7
TestCase135,4
TestCase3229,10
TestCase1723,2
TestCase1289,2
TestCase2498,6
TestCase2835,7
TestCase4542,4
TestCase2396,5
TestCase4832,5
TestCase11,4
TestCase1301,1
TestCase2960,1
TestCase4533,3
TestCase2633,7
TestCase844,9
TestCase3881,2
TestCase3247,5
TestCase1651,1
TestCase4810,3
TestCase2159,9
TestCase1897,4
TestCase3670,10
TestCase1186,8
TestCase1438,4
TestCase2199,9
TestCase4709,3
TestCase2861,5
TestCase907,10
TestCase3099,8
TestCase24,9
TestCase732,6
TestCase1478,10
TestCase912,6
TestCase40,7
TestCase521,6
TestCase3009,3
TestCase3413,8
TestCase1436,4
TestCase4097,9
TestCase1892,2
TestCase1715,4
TestCase2703,7
TestCase2478,10
TestCase510,6
TestCase84,6
TestCase2155,9
TestCase3188,3
TestCase2257,8
TestCase3507,5
TestCase3808,2
TestCase3205,9
TestCase1733,6
TestCase562,1
TestCase4673,1
TestCase1996,9
TestCase2125,4
TestCase174,7
TestCase4974,6
TestCase939,3
TestCase136,3
TestCase325,8
TestCase2472,5
TestCase363,10
TestCase897,4
TestCase3988,1
TestCase2551,10
TestCase3359,8
TestCase4559,2
TestCase4031,1
TestCase2753,2
TestCase4388,3
TestCase1236,9
TestCase1798,6
TestCase3527,5
TestCase2935,1
TestCase2031,6
TestCase3918,6
TestCase3971,5
TestCase2925,3
TestCase4038,4
TestCase1921,10
TestCase2981,8
TestCase2380,6
TestCase4580,5
TestCase2886,10
TestCase79,10
TestCase4212,3
TestCase4704,1
TestCase3650,3
TestCase4693,4
TestCase2294,9
TestCase1192,9
TestCase672,2
TestCase2672,6
TestCase2671,2
TestCase525,2
TestCase4334,2
TestCase3745,4
TestCase3484,6
TestCase3927,5
TestCase2108,10
TestCase2092,3
TestCase2196,10
TestCase146,7
TestCase1328,9
TestCase1980,6
TestCase3675,3
TestCase911,9
TestCase414,8
TestCase1711,9
TestCase2694,8
TestCase3695,4
TestCase4236,7
TestCase3916,9
TestCase796,6
TestCase4747,9
TestCase177,1
TestCase575,4
TestCase924,7
TestCase1824,5
TestCase1585,6
TestCase4007,2
TestCase71,6
TestCase2138,1
TestCase1653,7
TestCase3034,5
TestCase3494,8
TestCase2387,9
TestCase2452,4
TestCase3754,1
TestCase529,8
TestCase3231,2
TestCase2289,8
TestCase4981,6
TestCase3202,2
TestCase3425,2
TestCase1598,1
TestCase1381,7
TestCase4591,9
TestCase4913,3
TestCase4403,5
TestCase2891,5
TestCase2091,7
TestCase2712,6
TestCase3217,8
TestCase4789,4
TestCase1627,8
TestCase2728,5
TestCase871,2
TestCase72,4
TestCase2957,2
TestCase1628,1
TestCase1856,2
TestCase3344,4
TestCase4733,10
TestCase3514,3
TestCase2959,9
TestCase3027,10
TestCase1633,7
TestCase2465,4
TestCase740,5
TestCase916,6
TestCase2579,9
TestCase4765,10
TestCase472,3
TestCase1974,9
TestCase3990,4
TestCase972,1
TestCase2900,7
TestCase822,3
TestCase1199,3
TestCase3558,10
TestCase4485,6
TestCase4411,6
TestCase4582,8
TestCase4444,3
TestCase1101,5
TestCase4317,8
TestCase942,5
TestCase3948,8
TestCase190,9
TestCase4600,2
TestCase4107,8
TestCase863,2
TestCase3338,2
TestCase4872,7
TestCase3574,6
TestCase3201,4
TestCase2295,7
TestCase1195,9
TestCase4911,5
TestCase3407,2
TestCase4273,5
TestCase2731,4
TestCase964,1
TestCase994,4
TestCase4702,6
TestCase3243,10
TestCase1031,10
TestCase684,7
TestCase508,8
TestCase92,8
TestCase1887,5
TestCase2079,9
TestCase479,4
TestCase1470,2
TestCase1906,6
TestCase925,6
TestCase1120,2
TestCase2612,4
TestCase3014,1
TestCase2116,8
TestCase81,3
TestCase2652,9
TestCase2017,2
TestCase3947,8
TestCase3480,8
TestCase1260,2
TestCase3197,8
TestCase3148,5
TestCase4396,1
TestCase3606,5
TestCase170,4
TestCase3930,8
TestCase3636,9
TestCase1376,9
TestCase3903,8
TestCase2583,2
TestCase3047,2
TestCase4775,5
TestCase557,6
TestCase3796,8
TestCase980,6
TestCase3899,6
TestCase4108,2
TestCase4048,3
TestCase830,5
TestCase4047,8
TestCase2892,5
TestCase4401,4
TestCase3017,8
TestCase4100,6
TestCase4340,6
TestCase288,2
TestCase1850,9
TestCase776,6
TestCase1130,6
TestCase1185,3
TestCase4437,1
TestCase2966,1
TestCase3453,2
TestCase2488,2
TestCase4404,10
TestCase2069,3
TestCase462,6
TestCase3397,4
TestCase2104,10
TestCase4194,1
TestCase665,7
TestCase4166,5
TestCase1430,10
TestCase1382,9
TestCase1344,8
TestCase3117,4
TestCase4398,6
TestCase1679,2
TestCase1,9
TestCase1423,3
TestCase2320,4
TestCase1680,3
TestCase3691,3
TestCase3170,7
TestCase4068,2
TestCase3843,3
TestCase3295,1
TestCase3926,9
TestCase965,10
TestCase2951,1
TestCase1976,9
TestCase4211,6
TestCase3763,5
TestCase1492,6
TestCase425,9
TestCase3441,9
TestCase4890,5
TestCase3423,3
TestCase2229,7
TestCase286,9
TestCase4528,10
TestCase1984,3
TestCase413,1
TestCase1010,1
TestCase1006,1
TestCase511,9
TestCase720,2
TestCase2220,7
TestCase37,2
TestCase382,1
TestCase2021,9
TestCase401,4
TestCase3323,8
TestCase335,7
TestCase3550,8
TestCase524,9
TestCase2761,1
TestCase769,1
TestCase129,6
TestCase3250,4
TestCase1123,3
TestCase2437,4
TestCase4051,3
TestCase2433,9
TestCase6,9
TestCase545,2
TestCase835,10
TestCase1297,2
TestCase410,1
TestCase1688,9
TestCase3985,8
TestCase4843,3
TestCase3758,2
TestCase4356,3
TestCase3325,9
TestCase2544,2
TestCase2207,10
TestCase449,9
TestCase1722,1
TestCase299,10
TestCase2985,1
TestCase1545,10
TestCase1843,7
TestCase906,4
TestCase4299,9
TestCase647,7
TestCase4082,10
TestCase1079,5
TestCase3598,4
TestCase359,4
TestCase733,4
TestCase801,9
TestCase65,1
TestCase4012,9
TestCase2432,10
TestCase441,2
TestCase686,9
TestCase3784,5
TestCase1982,4
TestCase2566,6
TestCase426,4
TestCase1610,7
TestCase785,3
TestCase2276,5
TestCase1409,9
TestCase3712,5
TestCase2767,5
TestCase340,8
TestCase3672,2
TestCase1518,4
TestCase2141,6
TestCase4861,5
TestCase956,1
TestCase3076,9
TestCase4342,3
TestCase3563,6
TestCase1207,1
TestCase2526,5
TestCase4956,3
TestCase4103,5
TestCase4540,5
TestCase1647,2
TestCase898,1
TestCase3074,10
TestCase878,4
TestCase4906,5
TestCase2535,7
TestCase2235,8
TestCase4994,6
TestCase2013,2
TestCase2540,2
TestCase2961,10
TestCase4265,1
TestCase3111,5
TestCase4740,8
TestCase1655,8
TestCase4412,9
TestCase1552,7
TestCase3717,1
TestCase4815,7
TestCase184,2
TestCase46,7
TestCase181,1
TestCase1306,6
TestCase2631,1
TestCase625,5
TestCase69,3
TestCase4660,3
TestCase452,6
TestCase3793,6
TestCase2776,5
TestCase1735,8
TestCase1712,5
TestCase4634,7
TestCase2611,9
TestCase2160,6
TestCase3845,4
TestCase4509,1
TestCase1431,6
TestCase492,7
TestCase1505,9
TestCase1487,8
TestCase2327,2
TestCase839,4
TestCase4558,4
TestCase4173,6
TestCase241,5
TestCase254,2
TestCase815,5
TestCase2829,7
TestCase4156,6
TestCase1970,8
TestCase3755,6
TestCase4520,3
TestCase2142,5
TestCase3627,2
TestCase1806,2
TestCase3169,10
TestCase4680,8
TestCase4036,5
TestCase220,8
TestCase636,6
TestCase2228,1
TestCase1698,5
TestCase1357,1
TestCase103,10
TestCase1612,8
TestCase3233,5
TestCase93,3
TestCase4242,6
TestCase3775,8
TestCase3097,9
TestCase4877,9
TestCase3162,2
TestCase123,9
TestCase1122,5
TestCase617,8
TestCase4406,8
TestCase2974,10
TestCase3228,3
TestCase887,1
TestCase1264,1
TestCase4937,10
TestCase4777,8
TestCase1070,6
TestCase1044,6
TestCase4903,6
TestCase3999,1
TestCase2919,5
TestCase189,1
TestCase1812,10
TestCase202,10
TestCase1914,1
TestCase3992,5
TestCase4320,9
TestCase3744,5
TestCase3200,3
TestCase743,8
TestCase667,1
TestCase652,7
TestCase1539,5
TestCase4666,9
TestCase263,4
TestCase2406,3
TestCase4443,8
TestCase2953,6
TestCase3184,7
TestCase294,7
TestCase3471,10
TestCase1935,2
TestCase4522,4
TestCase4091,6
TestCase2018,2
TestCase1007,6
TestCase4369,1
TestCase3772,3
TestCase4926,8
TestCase1822,8
TestCase1280,5
TestCase2642,2
TestCase4134,5
TestCase1999,4
TestCase1919,6
TestCase3437,3
TestCase4409,1
TestCase1271,10
TestCase857,10
TestCase1231,3
TestCase372,1
TestCase2042,3
TestCase2563,10
TestCase1317,4
TestCase3177,9
TestCase3773,1
TestCase1649,5
TestCase1883,1
TestCase68,3
TestCase3642,3
TestCase3405,9
TestCase4434,8
TestCase2686,6
TestCase812,9
TestCase742,2
TestCase456,10
TestCase952,7
TestCase88,6
TestCase3058,5
TestCase3249,8
TestCase3804,6
TestCase4671,4
TestCase3820,5
TestCase183,10
TestCase1147,8
TestCase2004,7
TestCase4287,9
TestCase1641,2
TestCase2477,3
TestCase3382,10
TestCase1266,2
TestCase3474,1
TestCase4624,5
TestCase237,1
TestCase4245,4
TestCase2862,1
TestCase1731,10
TestCase4551,5
TestCase3402,8
TestCase4768,10
TestCase3432,3
TestCase4695,3
TestCase3485,7
TestCase4625,6
TestCase1217,4
TestCase1002,3
TestCase3780,4
TestCase1820,4
TestCase2068,9
TestCase2011,6
TestCase4675,7
TestCase3515,7
TestCase838,7
TestCase2162,6
TestCase3911,9
TestCase1901,2
TestCase764,5
TestCase866,2
TestCase4452,8
TestCase3433,10
TestCase3127,1
TestCase1454,5
TestCase1675,1
TestCase418,5
TestCase4306,3
TestCase4554,6
TestCase653,5
TestCase1141,8
TestCase200,3
TestCase2491,7
TestCase4856,5
TestCase3195,10
TestCase2436,2
TestCase3654,2
TestCase3476,8
TestCase3493,9
TestCase1312,7
TestCase2176,7
TestCase2334,5
TestCase1024,1
TestCase1426,8
TestCase1817,2
TestCase1362,4
TestCase3884,6
TestCase4189,5
TestCase153,1
TestCase961,7
TestCase2581,7
TestCase2941,9
TestCase3244,9
TestCase2411,1
TestCase1241,1
TestCase2075,7
TestCase3876,2
TestCase1687,9
TestCase2801,2
TestCase1660,5
TestCase1020,10
TestCase2032,2
TestCase2734,10
TestCase2119,7
TestCase383,1
TestCase3794,9
TestCase792,6
TestCase4973,9
TestCase1268,8
TestCase443,9
TestCase3367,6
TestCase1457,2
TestCase30,5
TestCase4803,4
TestCase3389,7
TestCase2317,9
TestCase2233,2
TestCase2756,5
TestCase1643,8
TestCase2232,6
TestCase4005,1
TestCase3637,10
TestCase1782,1
TestCase1393,6
TestCase2830,8
TestCase1546,8
TestCase361,3
TestCase3871,10
TestCase2244,9
TestCase2137,5
TestCase2052,8
TestCase3313,5
TestCase1091,10
TestCase2253,9
TestCase2524,3
TestCase1094,4
TestCase3547,4
TestCase1490,1
TestCase2475,4
TestCase2930,4
TestCase2415,9
TestCase486,8
TestCase2263,6
TestCase762,5
TestCase1098,6
TestCase3401,7
TestCase3152,10
TestCase3879,5
TestCase4597,7
TestCase2292,3
TestCase358,10
TestCase2360,9
TestCase2209,4
TestCase2443,2
TestCase1923,10
TestCase2305,6
TestCase3268,2
TestCase3872,9
TestCase2401,5
TestCase4688,3
TestCase570,1
TestCase25,7
TestCase3810,9
TestCase3193,1
TestCase4907,1
TestCase1106,8
TestCase2237,2
TestCase995,1
TestCase3293,3
TestCase4741,6
TestCase1479,1
TestCase75,5
TestCase2698,3
TestCase3442,9
TestCase3993,4
TestCase4739,2
TestCase2482,4
TestCase10,1
TestCase2929,9
TestCase2705,6
TestCase2324,7
TestCase2804,1
TestCase2150,2
TestCase2186,1
TestCase3306,7
TestCase1605,3
TestCase1694,10
TestCase948,4
TestCase553,3
TestCase3416,8
TestCase2291,3
TestCase981,9
TestCase2357,2
TestCase2135,7
TestCase4631,8
TestCase2095,3
TestCase2877,6
TestCase1358,10
TestCase211,6
TestCase3655,1
TestCase600,8
TestCase1398,3
TestCase3276,1
TestCase2484,2
TestCase4995,5
TestCase2684,10
TestCase290,2
TestCase1857,9
TestCase2983,5
TestCase1083,5
TestCase1905,4
TestCase3506,4
TestCase4030,10
TestCase2065,1
TestCase4137,5
TestCase1410,10
TestCase2205,10
TestCase1493,10
TestCase1135,5
TestCase1234,3
TestCase1377,2
TestCase3242,9
TestCase113,10
TestCase3060,8
TestCase1583,7
TestCase4915,2
TestCase2047,4
TestCase3104,3
TestCase4535,1
TestCase4612,5
TestCase4605,6
TestCase1015,9
TestCase3420,3
TestCase2070,3
TestCase476,9
TestCase3500,2
TestCase3155,7
TestCase799,6
TestCase4463,3
TestCase3010,4
TestCase1424,2
TestCase739,1
TestCase1803,7
TestCase2373,10
TestCase1078,7
TestCase3851,6
TestCase664,7
TestCase2822,2
TestCase678,9
TestCase2531,9
TestCase2074,1
TestCase4159,7
TestCase4753,5
TestCase3995,4
TestCase3126,9
TestCase4053,1
TestCase3091,3
TestCase199,1
TestCase227,7
TestCase2043,2
TestCase849,10
TestCase160,2
TestCase4278,7
TestCase1631,8
TestCase4429,9
TestCase4321,2
TestCase1235,1
TestCase2051,2
TestCase1082,10
TestCase1056,7
TestCase1294,7
TestCase889,2
TestCase3043,4
TestCase3832,3
TestCase3260,3
TestCase2271,4
TestCase1634,5
TestCase1593,3
TestCase206,8
TestCase3582,10
TestCase571,4
TestCase3651,1
TestCase552,7
TestCase4667,9
TestCase3369,3
TestCase2476,3
TestCase3286,2
TestCase2434,6
TestCase1538,5
TestCase128,1
TestCase2561,10
TestCase1202,10
TestCase1926,1
TestCase3518,2
TestCase4852,10
TestCase4819,10
TestCase231,4
TestCase2791,6
TestCase3976,1
TestCase1278,6
