Name,ExecutionTimeInSeconds
TestCase3564,9
TestCase1229,1
TestCase4157,8
TestCase2872,8
TestCase1410,9
TestCase2597,5
TestCase462,8
TestCase3236,1
TestCase4780,4
TestCase217,5
TestCase2069,6
TestCase2429,4
TestCase2000,10
TestCase2326,5
TestCase3635,4
TestCase3435,9
TestCase2782,3
TestCase1553,5
TestCase4046,3
TestCase3422,5
TestCase636,6
TestCase4034,4
TestCase4902,8
TestCase1269,10
TestCase2937,6
TestCase1477,8
TestCase4292,8
TestCase4040,9
TestCase2553,5
TestCase1281,9
TestCase3712,8
TestCase342,7
TestCase1964,1
TestCase1697,1
TestCase1903,2
TestCase226,10
TestCase4789,7
TestCase644,5
TestCase830,9
TestCase2426,5
TestCase3026,10
TestCase1519,3
TestCase4183,10
TestCase4729,5
TestCase1791,2
TestCase3627,9
TestCase1829,2
TestCase179,5
TestCase2291,6
TestCase3821,7
TestCase4135,3
TestCase4813,1
TestCase430,3
TestCase1266,9
TestCase828,5
TestCase2209,3
TestCase4909,3
TestCase2222,2
TestCase4675,7
TestCase2319,3
TestCase1503,9
TestCase709,7
TestCase2575,9
TestCase2098,1
TestCase686,2
TestCase2839,9
TestCase3198,5
TestCase4192,10
TestCase1279,9
TestCase498,7
TestCase1329,5
TestCase480,6
TestCase4176,3
TestCase805,3
TestCase883,5
TestCase1005,7
TestCase1850,3
TestCase1735,3
TestCase3070,7
TestCase4657,7
TestCase1552,1
TestCase4697,5
TestCase4531,2
TestCase4897,8
TestCase4625,8
TestCase1817,9
TestCase4065,4
TestCase3521,8
TestCase2456,6
TestCase1837,1
TestCase1694,5
TestCase4252,9
TestCase3672,8
TestCase523,5
TestCase124,4
TestCase678,7
TestCase2516,1
TestCase727,9
TestCase3104,9
TestCase4342,10
TestCase2273,9
TestCase168,1
TestCase2879,1
TestCase101,8
TestCase2218,8
TestCase1944,1
TestCase3288,5
TestCase4989,3
TestCase1957,6
TestCase3442,1
TestCase2397,9
TestCase1704,8
TestCase670,8
TestCase3208,1
TestCase1808,6
TestCase4051,4
TestCase4297,9
TestCase3671,8
TestCase1389,8
TestCase3700,8
TestCase3845,10
TestCase4975,7
TestCase45,9
TestCase4159,9
TestCase4804,10
TestCase3912,6
TestCase478,4
TestCase4442,9
TestCase2528,3
TestCase3105,3
TestCase4626,5
TestCase2351,4
TestCase2699,9
TestCase2706,3
TestCase2693,10
TestCase2748,6
TestCase2674,6
TestCase4275,8
TestCase4276,2
TestCase741,2
TestCase4409,5
TestCase2353,6
TestCase2755,7
TestCase872,6
TestCase171,8
TestCase3140,9
TestCase1135,5
TestCase47,1
TestCase2588,7
TestCase1379,9
TestCase1093,6
TestCase4964,7
TestCase336,3
TestCase3109,6
TestCase1205,4
TestCase2063,1
TestCase3999,8
TestCase209,7
TestCase4444,6
TestCase3418,2
TestCase3739,2
TestCase1453,7
TestCase3636,4
TestCase3346,8
TestCase4733,2
TestCase1044,7
TestCase4205,10
TestCase2390,3
TestCase2890,10
TestCase766,3
TestCase2728,2
TestCase2329,6
TestCase820,3
TestCase3388,3
TestCase3068,10
TestCase625,7
TestCase739,7
TestCase3690,3
TestCase1491,10
TestCase2977,3
TestCase598,2
TestCase238,4
TestCase39,10
TestCase4230,1
TestCase3612,3
TestCase2122,7
TestCase544,9
TestCase4817,10
TestCase2023,6
TestCase4251,9
TestCase4836,10
TestCase4480,8
TestCase2223,8
TestCase2772,2
TestCase1257,9
TestCase3624,3
TestCase2641,2
TestCase845,9
TestCase474,9
TestCase767,9
TestCase3722,10
TestCase63,5
TestCase593,3
TestCase4994,4
TestCase1141,8
TestCase4721,10
TestCase1932,9
TestCase1465,1
TestCase3249,5
TestCase924,3
TestCase1777,1
TestCase886,1
TestCase2180,10
TestCase1395,3
TestCase745,6
TestCase2120,7
TestCase2655,1
TestCase2417,9
TestCase4062,10
TestCase333,1
TestCase3868,3
TestCase1353,5
TestCase701,10
TestCase1050,9
TestCase583,4
TestCase3192,2
TestCase3360,4
TestCase2418,1
TestCase1253,3
TestCase85,10
TestCase459,9
TestCase1367,6
TestCase2488,9
TestCase2712,4
TestCase1785,9
TestCase1053,1
TestCase2416,8
TestCase2367,6
TestCase3691,9
TestCase4645,1
TestCase1314,10
TestCase1767,1
TestCase4534,3
TestCase1746,5
TestCase181,5
TestCase4104,8
TestCase1909,8
TestCase4739,1
TestCase560,2
TestCase432,2
TestCase1224,3
TestCase1722,3
TestCase2640,4
TestCase4260,2
TestCase1729,2
TestCase2342,3
TestCase3203,1
TestCase2495,9
TestCase2682,5
TestCase2889,6
TestCase1981,3
TestCase1360,7
TestCase806,8
TestCase3840,10
TestCase2623,10
TestCase2118,2
TestCase3625,6
TestCase1215,10
TestCase3263,9
TestCase2117,9
TestCase3277,3
TestCase3979,10
TestCase986,6
TestCase2443,5
TestCase3426,3
TestCase1171,9
TestCase800,10
TestCase104,10
TestCase3148,9
TestCase3254,3
TestCase2964,2
TestCase4063,10
TestCase3160,3
TestCase4146,8
TestCase4298,7
TestCase1655,10
TestCase3812,9
TestCase3449,9
TestCase1109,9
TestCase2907,10
TestCase4944,2
TestCase2484,8
TestCase2177,4
TestCase2721,9
TestCase4261,10
TestCase2442,10
TestCase2863,1
TestCase1634,8
TestCase4109,7
TestCase1188,9
TestCase4341,5
TestCase2381,3
TestCase3832,7
TestCase3552,7
TestCase1779,2
TestCase1342,6
TestCase1852,9
TestCase1295,2
TestCase979,1
TestCase3879,5
TestCase4772,10
TestCase2680,9
TestCase1889,8
TestCase274,3
TestCase4922,9
TestCase4316,7
TestCase3990,7
TestCase401,6
TestCase3600,1
TestCase4145,2
TestCase2903,2
TestCase4732,5
TestCase3813,2
TestCase1902,6
TestCase4878,3
TestCase639,1
TestCase3641,10
TestCase2183,6
TestCase2702,7
TestCase616,2
TestCase1428,8
TestCase318,7
TestCase3240,5
TestCase1905,8
TestCase3717,1
TestCase132,10
TestCase3959,2
TestCase4690,5
TestCase536,2
TestCase2868,3
TestCase3387,6
TestCase3613,10
TestCase2071,10
TestCase4363,8
TestCase4633,6
TestCase1895,3
TestCase648,3
TestCase3746,10
TestCase769,3
TestCase949,4
TestCase1970,7
TestCase4431,10
TestCase1160,2
TestCase4708,3
TestCase3816,7
TestCase998,10
TestCase660,6
TestCase785,4
TestCase237,3
TestCase541,6
TestCase2225,6
TestCase1769,7
TestCase801,10
TestCase3639,5
TestCase3963,3
TestCase3243,10
TestCase3219,1
TestCase4311,10
TestCase3350,7
TestCase3146,10
TestCase832,9
TestCase3546,9
TestCase2846,2
TestCase2954,6
TestCase2639,7
TestCase3685,6
TestCase4488,8
TestCase1600,1
TestCase1199,5
TestCase1632,2
TestCase4265,5
TestCase4784,6
TestCase3772,6
TestCase4373,7
TestCase2029,5
TestCase452,5
TestCase3798,3
TestCase577,7
TestCase2902,1
TestCase3201,3
TestCase467,8
TestCase3493,8
TestCase4441,6
TestCase1606,3
TestCase2696,7
TestCase4602,1
TestCase3817,2
TestCase231,2
TestCase728,8
TestCase3280,7
TestCase595,10
TestCase3050,4
TestCase1806,10
TestCase4057,4
TestCase3801,4
TestCase341,1
TestCase4331,5
TestCase4160,1
TestCase4894,10
TestCase4188,6
TestCase1241,9
TestCase257,7
TestCase3311,2
TestCase4113,1
TestCase608,10
TestCase2458,6
TestCase962,4
TestCase4753,1
TestCase933,9
TestCase1690,10
TestCase3560,2
TestCase3447,4
TestCase1029,7
TestCase3932,2
TestCase4653,5
TestCase4390,5
TestCase4935,9
TestCase1102,5
TestCase4161,3
TestCase4925,3
TestCase4004,1
TestCase4430,8
TestCase1708,3
TestCase3153,7
TestCase585,10
TestCase1498,8
TestCase1464,2
TestCase4519,5
TestCase4096,1
TestCase2518,2
TestCase642,7
TestCase2304,7
TestCase3939,8
TestCase1396,7
TestCase720,2
TestCase3041,5
TestCase90,2
TestCase3842,8
TestCase1557,4
TestCase1650,10
TestCase82,6
TestCase423,6
TestCase1592,1
TestCase18,6
TestCase1807,1
TestCase13,5
TestCase426,2
TestCase1500,5
TestCase2468,5
TestCase2621,1
TestCase2799,5
TestCase3351,3
TestCase3312,5
TestCase418,3
TestCase3325,9
TestCase2162,7
TestCase3355,5
TestCase1922,5
TestCase2858,9
TestCase2465,5
TestCase2357,3
TestCase405,9
TestCase1285,7
TestCase1062,9
TestCase2052,3
TestCase4250,2
TestCase4756,5
TestCase930,5
TestCase2959,2
TestCase2524,9
TestCase546,4
TestCase2391,4
TestCase4678,3
TestCase4683,7
TestCase1217,10
TestCase4507,9
TestCase4295,9
TestCase984,4
TestCase4221,7
TestCase4092,10
TestCase321,6
TestCase2740,2
TestCase4629,9
TestCase749,9
TestCase1502,5
TestCase4744,8
TestCase52,10
TestCase1155,8
TestCase275,9
TestCase3881,7
TestCase3951,8
TestCase1570,3
TestCase2925,4
TestCase2083,10
TestCase1170,9
TestCase3765,10
TestCase2634,6
TestCase3056,3
TestCase4240,3
TestCase2407,6
TestCase664,9
TestCase2201,1
TestCase2437,8
TestCase2533,9
TestCase597,9
TestCase4515,6
TestCase4634,8
TestCase3769,9
TestCase939,5
TestCase1289,6
TestCase3709,4
TestCase3152,3
TestCase3621,4
TestCase2085,7
TestCase1490,4
TestCase3303,8
TestCase755,2
TestCase4407,2
TestCase67,9
TestCase690,3
TestCase1699,6
TestCase2735,2
TestCase714,3
TestCase368,3
TestCase987,7
TestCase109,8
TestCase2791,9
TestCase3165,1
TestCase2972,5
TestCase3834,8
TestCase3510,5
TestCase2732,7
TestCase2413,10
TestCase4370,5
TestCase2009,9
TestCase302,5
TestCase3825,4
TestCase3122,3
TestCase1790,4
TestCase77,6
TestCase3827,1
TestCase394,9
TestCase1373,1
TestCase700,9
TestCase2664,8
TestCase1495,7
TestCase4947,8
TestCase1032,6
TestCase1969,6
TestCase2255,7
TestCase4131,1
TestCase3427,2
TestCase3086,1
TestCase123,3
TestCase441,7
TestCase540,4
TestCase2933,7
TestCase4504,4
TestCase668,3
TestCase92,6
TestCase1107,7
TestCase3522,2
TestCase4865,9
TestCase1977,10
TestCase848,5
TestCase4085,3
TestCase4294,3
TestCase4323,2
TestCase311,1
TestCase2409,8
TestCase2475,4
TestCase1263,10
TestCase528,4
TestCase4339,6
TestCase1159,2
TestCase4196,5
TestCase4746,5
TestCase3595,7
TestCase4308,10
TestCase3011,7
TestCase1720,5
TestCase3305,4
TestCase1588,8
TestCase3665,4
TestCase2047,9
TestCase3565,3
TestCase4149,4
TestCase1564,1
TestCase759,5
TestCase4045,4
TestCase3051,10
TestCase1625,10
TestCase4701,10
TestCase3504,9
TestCase2049,1
TestCase3851,8
TestCase3913,1
TestCase4310,5
TestCase1643,5
TestCase3304,5
TestCase2109,4
TestCase4448,4
TestCase4418,5
TestCase1583,5
TestCase4923,2
TestCase1617,9
TestCase1222,3
TestCase1744,1
TestCase1137,4
TestCase4905,2
TestCase332,7
TestCase1364,5
TestCase3089,9
TestCase175,8
TestCase2054,9
TestCase4808,5
TestCase4093,9
TestCase3587,7
TestCase748,8
TestCase2149,10
TestCase288,7
TestCase291,9
TestCase2604,3
TestCase923,2
TestCase4967,5
TestCase2952,5
TestCase559,10
TestCase3980,7
TestCase2422,5
TestCase2982,7
TestCase2809,1
TestCase196,3
TestCase3547,10
TestCase1166,1
TestCase4703,8
TestCase4767,7
TestCase3788,5
TestCase1832,1
TestCase2365,4
TestCase623,8
TestCase2646,10
TestCase2662,5
TestCase2730,6
TestCase2957,1
TestCase2649,10
TestCase4731,5
TestCase4289,10
TestCase471,2
TestCase4397,9
TestCase3073,5
TestCase436,10
TestCase4382,5
TestCase2636,6
TestCase2325,7
TestCase4242,4
TestCase887,2
TestCase3046,10
TestCase3162,8
TestCase519,3
TestCase3151,9
TestCase2917,6
TestCase4752,7
TestCase2950,1
TestCase4173,6
TestCase2392,6
TestCase1649,3
TestCase3128,3
TestCase66,9
TestCase3039,5
TestCase1537,2
TestCase4597,2
TestCase4827,10
TestCase4074,2
TestCase1578,1
TestCase1427,2
TestCase1504,9
TestCase2670,9
TestCase4070,10
TestCase669,9
TestCase928,5
TestCase3748,6
TestCase4844,6
TestCase2411,6
TestCase2485,8
TestCase4493,7
TestCase3568,5
TestCase1151,8
TestCase3596,1
TestCase2812,7
TestCase594,3
TestCase881,3
TestCase4293,5
TestCase4724,3
TestCase4164,2
TestCase1319,1
TestCase1581,5
TestCase3454,1
TestCase3736,5
TestCase3661,6
TestCase4007,4
TestCase2648,8
TestCase624,7
TestCase4349,7
TestCase1022,5
TestCase224,5
TestCase330,2
TestCase1420,8
TestCase1443,7
TestCase282,3
TestCase4981,5
TestCase2576,5
TestCase1174,3
TestCase3841,8
TestCase738,4
TestCase717,9
