Name,ExecutionTimeInSeconds
TestCase1425,36
TestCase514,6
TestCase3534,44
TestCase3334,12
TestCase2002,24
TestCase2660,29
TestCase180,19
TestCase540,4
TestCase2398,54
TestCase1674,40
TestCase1424,53
TestCase1161,9
TestCase775,5
TestCase724,8
TestCase588,42
TestCase388,2
TestCase962,8
TestCase342,4
TestCase710,4
TestCase1552,16
TestCase1191,14
TestCase837,4
TestCase225,15
TestCase3267,43
TestCase1467,29
TestCase967,9
TestCase521,25
TestCase2743,51
TestCase1911,35
TestCase1074,39
TestCase1696,58
TestCase3601,49
TestCase1121,34
TestCase802,32
TestCase1452,24
TestCase2760,15
TestCase2187,53
TestCase3309,13
TestCase1097,48
TestCase517,12
TestCase958,13
TestCase284,1
TestCase2608,14
TestCase938,9
TestCase266,3
TestCase298,10
TestCase3472,39
TestCase729,49
TestCase806,54
TestCase1077,1
TestCase859,7
TestCase2326,33
TestCase377,3
TestCase3401,29
TestCase1062,21
TestCase1941,31
TestCase2526,56
TestCase327,25
TestCase371,2
TestCase2703,32
TestCase917,1
TestCase928,9
TestCase404,5
TestCase774,24
TestCase1088,34
TestCase3704,41
TestCase862,60
TestCase887,58
TestCase2750,20
TestCase1173,9
TestCase1588,52
TestCase11,43
TestCase376,49
TestCase1566,58
TestCase2664,22
TestCase2286,36
TestCase1185,5
TestCase1906,48
TestCase1729,51
TestCase934,31
TestCase2196,50
TestCase1908,45
TestCase1717,26
TestCase1583,25
TestCase1289,19
TestCase3066,24
TestCase3718,52
TestCase1029,32
TestCase2084,16
TestCase176,9
TestCase3005,37
TestCase11,4
TestCase3179,28
TestCase1660,13
TestCase1164,6
TestCase2154,45
TestCase1987,39
TestCase333,1
TestCase2752,34
TestCase758,8
TestCase403,32
TestCase2764,21
TestCase3095,11
TestCase988,2
TestCase3722,42
TestCase3149,15
TestCase636,6
TestCase3490,56
TestCase1230,37
TestCase3480,34
TestCase974,3
TestCase1160,1
TestCase1723,11
TestCase3135,23
TestCase2538,28
TestCase141,40
TestCase1850,39
TestCase661,59
TestCase2792,15
TestCase1765,20
TestCase3113,14
TestCase1270,52
TestCase903,5
TestCase1367,16
TestCase185,51
TestCase2641,38
TestCase1833,41
TestCase937,5
TestCase858,54
TestCase963,33
TestCase2340,60
TestCase2520,42
TestCase595,2
TestCase2490,49
TestCase1183,31
TestCase132,42
TestCase3053,33
TestCase3405,20
TestCase93,52
TestCase3167,48
TestCase74,50
TestCase69,18
TestCase276,39
TestCase2130,40
TestCase3033,25
TestCase2797,17
TestCase3219,48
TestCase239,7
TestCase365,9
TestCase3418,45
TestCase2838,19
TestCase62,7
TestCase1619,25
TestCase511,47
TestCase1419,60
TestCase686,50
TestCase592,7
TestCase919,56
TestCase3002,47
TestCase2175,19
TestCase764,13
TestCase3417,51
TestCase2367,24
TestCase844,3
TestCase2090,14
TestCase88,9
TestCase1456,14
TestCase730,5
TestCase3365,54
TestCase1277,55
TestCase2455,57
TestCase2658,51
TestCase96,4
TestCase3067,46
TestCase999,13
TestCase2356,31
TestCase648,2
TestCase287,4
TestCase1609,33
TestCase1009,9
TestCase2953,38
TestCase606,14
TestCase1086,14
TestCase0,12
TestCase3289,44
TestCase2976,52
TestCase3747,52
TestCase814,8
TestCase1485,23
TestCase784,32
TestCase1181,12
TestCase41,1
TestCase1067,50
TestCase2835,39
TestCase2773,18
TestCase665,8
TestCase1819,31
TestCase1658,13
TestCase589,53
TestCase487,37
TestCase302,13
TestCase1602,42
TestCase3217,39
TestCase647,35
TestCase2442,21
TestCase2374,33
TestCase474,6
TestCase3233,22
TestCase448,52
TestCase1301,12
TestCase2517,21
TestCase2171,60
TestCase2783,38
TestCase952,1
TestCase1422,30
TestCase416,25
TestCase32,5
TestCase969,10
TestCase2239,56
TestCase1895,48
TestCase2640,49
TestCase2172,33
TestCase2203,12
TestCase61,2
TestCase3116,28
TestCase1874,55
TestCase1505,45
TestCase1711,18
TestCase2152,31
TestCase1529,38
TestCase605,3
TestCase179,3
TestCase1786,17
TestCase688,35
TestCase633,1
TestCase1040,22
TestCase2675,55
TestCase1031,6
TestCase716,7
TestCase258,5
TestCase2288,20
TestCase311,26
TestCase1020,2
TestCase261,38
TestCase1490,18
TestCase649,57
TestCase3575,55
TestCase1767,23
TestCase823,8
TestCase1038,4
TestCase3176,37
TestCase2535,25
TestCase469,56
TestCase425,9
TestCase1098,8
TestCase3350,36
TestCase2238,58
TestCase492,7
TestCase2552,35
TestCase242,2
TestCase2091,23
TestCase2650,16
TestCase674,5
TestCase774,10
TestCase2114,35
TestCase1581,17
TestCase470,51
TestCase1402,40
TestCase1043,39
TestCase1828,56
TestCase3292,45
TestCase2411,20
TestCase106,55
TestCase1036,60
TestCase1595,18
TestCase3730,13
TestCase1916,41
TestCase471,3
TestCase2946,50
TestCase815,1
TestCase23,5
TestCase436,39
TestCase1241,1
TestCase1743,23
TestCase1653,18
TestCase2211,57
TestCase56,9
TestCase1454,37
TestCase2003,54
TestCase782,8
TestCase870,47
TestCase2020,20
TestCase431,42
TestCase1090,3
TestCase2530,50
TestCase2298,24
TestCase469,3
TestCase466,9
TestCase1681,40
TestCase113,8
TestCase1608,55
TestCase3164,42
TestCase2560,59
TestCase2788,14
TestCase976,34
TestCase694,27
TestCase31,33
TestCase538,6
TestCase2943,31
TestCase1539,36
TestCase3,1
TestCase1007,10
TestCase585,59
TestCase2711,18
TestCase716,44
TestCase597,9
TestCase2110,54
TestCase2424,59
TestCase1101,5
TestCase932,31
TestCase2017,25
TestCase2854,56
TestCase1840,48
TestCase1023,44
TestCase2182,55
TestCase3041,46
TestCase3427,16
TestCase89,3
TestCase1094,14
TestCase3230,15
TestCase551,38
TestCase123,8
TestCase3546,18
TestCase352,1
TestCase1646,28
TestCase522,51
TestCase3332,32
TestCase544,47
TestCase739,43
TestCase1068,2
TestCase3555,42
TestCase1807,31
TestCase563,10
TestCase367,17
TestCase2716,35
TestCase1759,32
TestCase2430,52
TestCase312,19
TestCase49,10
TestCase491,12
TestCase643,8
TestCase1755,51
TestCase3336,13
TestCase2825,46
TestCase1149,7
TestCase2589,47
TestCase855,10
TestCase351,20
TestCase684,6
TestCase3541,59
TestCase2316,59
TestCase3392,29
TestCase1461,37
TestCase2647,19
TestCase663,1
TestCase514,35
TestCase1155,49
TestCase1638,53
TestCase1570,15
TestCase2361,15
TestCase444,37
TestCase2464,33
TestCase2065,14
TestCase1120,17
TestCase2061,54
TestCase2019,21
TestCase3079,57
TestCase1019,4
TestCase3700,58
TestCase2731,36
TestCase471,55
TestCase2434,47
TestCase1944,36
TestCase1481,21
TestCase353,6
TestCase2508,51
TestCase1686,55
TestCase3153,32
TestCase400,22
TestCase2571,50
TestCase2070,31
TestCase1861,11
TestCase258,57
TestCase3083,55
TestCase2875,22
TestCase2324,38
TestCase2181,47
TestCase909,10
TestCase111,9
TestCase1988,30
TestCase98,11
TestCase449,5
TestCase1652,14
TestCase3492,44
TestCase336,17
TestCase1047,47
TestCase750,6
TestCase16,11
TestCase2932,58
TestCase907,1
TestCase1650,46
TestCase3633,14
TestCase163,2
TestCase1145,6
TestCase302,10
TestCase795,6
TestCase1168,53
TestCase90,23
TestCase2488,58
TestCase851,48
TestCase175,18
TestCase1184,60
TestCase216,47
TestCase2410,52
TestCase1399,13
TestCase2225,21
TestCase634,44
TestCase1055,35
TestCase2370,60
TestCase2575,40
TestCase257,2
TestCase1111,5
TestCase3347,44
TestCase440,32
TestCase3327,54
TestCase1182,32
TestCase924,9
TestCase914,39
TestCase1512,11
TestCase462,4
TestCase1936,36
TestCase482,25
TestCase2819,14
TestCase2449,51
TestCase416,2
TestCase156,19
TestCase1046,9
TestCase2646,27
TestCase2473,19
TestCase28,28
TestCase2034,24
TestCase3395,36
TestCase1044,9
TestCase2191,18
TestCase1183,10
TestCase158,58
TestCase1507,23
TestCase65,40
TestCase2994,18
TestCase1973,16
TestCase417,3
TestCase1083,49
TestCase305,59
TestCase1034,8
TestCase2604,34
TestCase1453,49
TestCase767,24
TestCase1011,5
TestCase1951,38
TestCase275,18
TestCase2602,11
TestCase2568,14
TestCase2399,33
TestCase960,11
TestCase2910,35
TestCase672,1
TestCase162,31
TestCase2873,57
TestCase3653,13
TestCase1621,47
TestCase1202,7
TestCase301,9
TestCase702,8
TestCase411,24
TestCase59,23
TestCase220,6
TestCase317,18
TestCase1120,9
TestCase1144,6
TestCase861,8
TestCase2435,56
TestCase2777,20
TestCase2922,12
TestCase186,2
TestCase2595,16
TestCase1967,44
TestCase2944,16
TestCase3032,38
TestCase1589,49
TestCase379,10
TestCase26,47
TestCase154,10
TestCase1858,23
TestCase625,6
TestCase889,42
TestCase3436,35
TestCase38,4
TestCase2495,46
TestCase2194,44
TestCase1418,58
TestCase3097,40
TestCase3526,49
TestCase2227,28
TestCase961,5
TestCase3101,27
TestCase1134,33
TestCase940,58
TestCase344,2
TestCase249,48
TestCase756,5
TestCase871,24
TestCase800,2
TestCase1137,14
TestCase508,39
TestCase629,45
TestCase292,3
TestCase671,50
TestCase2251,60
TestCase3206,34
TestCase546,25
TestCase3509,46
TestCase228,6
TestCase1645,11
TestCase122,41
TestCase1712,48
TestCase993,3
TestCase1099,4
TestCase3324,51
TestCase877,53
TestCase884,5
TestCase964,17
TestCase2523,43
TestCase1983,59
TestCase2491,35
TestCase1687,27
TestCase695,57
TestCase3354,33
TestCase232,52
TestCase2724,26
TestCase1128,4
TestCase1787,36
TestCase443,2
TestCase462,32
TestCase1827,32
TestCase656,25
TestCase3375,59
TestCase55,41
TestCase529,2
TestCase660,57
TestCase689,4
TestCase43,10
TestCase1975,45
TestCase2296,11
TestCase2692,15
TestCase208,41
TestCase559,25
TestCase879,53
TestCase798,7
TestCase2980,20
TestCase2721,20
TestCase779,10
TestCase2928,38
TestCase308,12
TestCase1250,34
TestCase237,1
TestCase808,21
TestCase1432,52
TestCase1023,6
TestCase2325,26
TestCase565,1
TestCase283,18
TestCase1563,12
TestCase3458,39
TestCase1078,47
TestCase1017,6
TestCase879,6
TestCase747,49
TestCase832,56
TestCase2839,45
TestCase1370,36
TestCase85,32
TestCase2412,55
TestCase50,12
TestCase737,40
TestCase56,53
TestCase1518,57
TestCase3593,60
TestCase1871,17
TestCase1796,36
TestCase1615,54
TestCase612,7
TestCase482,2
TestCase2283,22
TestCase306,6
TestCase525,5
TestCase58,50
TestCase2700,28
TestCase1933,60
TestCase3671,44
TestCase3146,56
TestCase328,58
TestCase1771,23
TestCase772,9
TestCase2572,53
TestCase571,25
TestCase2476,29
TestCase2376,53
TestCase69,6
TestCase679,30
TestCase1980,43
TestCase2680,53
TestCase1826,31
TestCase1085,36
TestCase2653,54
TestCase1110,1
TestCase406,55
TestCase2694,50
TestCase91,1
TestCase129,17
TestCase1026,36
TestCase2348,49
TestCase368,41
TestCase208,4
TestCase234,59
TestCase1097,2
TestCase2168,43
TestCase872,7
TestCase1482,19
TestCase2897,28
TestCase3604,17
TestCase2189,33
TestCase3595,26
TestCase1643,40
TestCase1808,37
TestCase3665,43
TestCase384,29
TestCase2098,37
TestCase981,3
TestCase842,58
TestCase3634,50
TestCase738,1
TestCase1096,50
TestCase1753,21
TestCase2383,27
TestCase541,3
TestCase3318,28
TestCase422,6
TestCase2122,37
TestCase518,5
TestCase947,17
TestCase3716,42
TestCase3482,31
TestCase2355,16
TestCase2812,14
TestCase155,13
TestCase231,10
TestCase1962,26
TestCase696,26
TestCase54,7
TestCase2250,35
TestCase1932,37
TestCase642,4
TestCase1785,14
TestCase777,8
TestCase501,9
TestCase1320,48
TestCase1626,35
TestCase2808,37
TestCase3246,46
TestCase2510,24
TestCase1847,16
TestCase35,8
TestCase3311,50
TestCase949,7
TestCase12,47
TestCase224,5
TestCase325,60
TestCase1025,2
TestCase3505,27
TestCase1468,31
TestCase1659,57
TestCase2024,20
TestCase3278,59
TestCase2127,40
TestCase218,9
TestCase1788,27
TestCase2285,23
TestCase684,23
TestCase144,34
TestCase1159,43
TestCase1429,45
TestCase3491,50
TestCase1689,22
TestCase1499,30
TestCase1284,19
TestCase1444,48
TestCase1130,50
TestCase1979,13
TestCase1811,42
TestCase3216,53
TestCase378,3
TestCase2323,35
TestCase2321,20
TestCase340,7
TestCase1509,19
TestCase1387,23
TestCase1642,24
TestCase2377,29
TestCase770,6
TestCase3069,48
TestCase762,22
TestCase65,1
TestCase3156,60
TestCase596,22
TestCase330,2
TestCase3281,51
TestCase2287,45
TestCase2202,30
TestCase1856,57
TestCase1114,18
TestCase1943,15
TestCase1971,13
TestCase260,9
TestCase2386,23
TestCase1357,11
TestCase2723,36
TestCase1414,55
TestCase206,25
TestCase1887,28
TestCase3714,53
TestCase783,2
TestCase18,19
TestCase1526,50
TestCase370,7
TestCase3618,34
TestCase3284,13
TestCase2627,45
TestCase815,35
TestCase1915,56
TestCase323,47
TestCase2163,58
TestCase1208,3
TestCase1607,32
TestCase1291,36
TestCase1709,25
TestCase2729,27
TestCase2153,39
TestCase1925,13
TestCase3383,33
TestCase810,40
TestCase1942,33
TestCase1125,8
TestCase1016,41
TestCase3720,21
TestCase3184,15
TestCase1661,60
TestCase125,9
TestCase2536,59
TestCase2007,20
TestCase382,7
TestCase211,46
TestCase1114,8
TestCase1276,54
TestCase161,39
TestCase2304,29
TestCase1793,41
TestCase1869,53
TestCase804,7
TestCase885,2
TestCase566,11
TestCase3661,29
TestCase1038,19
TestCase281,39
TestCase1221,8
TestCase2086,60
TestCase3014,51
TestCase400,1
TestCase988,55
TestCase2827,53
TestCase840,21
TestCase494,25
TestCase703,41
TestCase2706,41
TestCase1105,5
TestCase933,7
TestCase2616,37
TestCase3687,26
TestCase458,6
TestCase500,31
TestCase591,2
TestCase3325,45
TestCase791,47
TestCase2849,27
TestCase3715,50
TestCase2886,49
TestCase712,7
TestCase1629,18
TestCase623,35
TestCase2714,14
TestCase3092,47
TestCase3009,50
TestCase2042,18
TestCase385,4
TestCase3455,50
TestCase124,9
TestCase995,21
TestCase3285,30
TestCase282,19
TestCase135,40
TestCase408,2
TestCase745,48
TestCase1066,32
TestCase751,23
TestCase484,45
TestCase441,10
TestCase2297,40
TestCase1844,58
TestCase926,60
TestCase1706,28
TestCase1325,31
TestCase2025,26
TestCase2364,59
TestCase893,3
TestCase2445,25
TestCase48,12
TestCase483,8
TestCase2621,21
TestCase48,7
TestCase1162,38
TestCase444,10
TestCase630,50
TestCase230,15
TestCase3570,59
TestCase3058,33
TestCase207,39
TestCase3264,36
TestCase3306,25
TestCase318,3
TestCase289,4
TestCase495,9
TestCase1135,2
TestCase3215,44
TestCase2671,12
TestCase1078,5
TestCase2509,38
TestCase1995,54
TestCase1989,51
TestCase760,11
TestCase3679,19
TestCase1972,54
TestCase631,9
TestCase3420,25
TestCase2337,18
TestCase409,11
TestCase35,11
TestCase652,2
TestCase2938,34
TestCase1118,7
TestCase2313,19
TestCase3115,55
TestCase1534,44
TestCase877,4
TestCase234,10
TestCase1685,25
TestCase519,51
TestCase1098,23
TestCase826,10
TestCase750,40
TestCase640,1
TestCase1243,23
TestCase2697,25
TestCase1134,2
TestCase83,10
TestCase547,24
TestCase76,24
TestCase835,3
TestCase1903,41
TestCase713,25
TestCase3143,58
TestCase3449,16
TestCase1910,42
TestCase832,10
TestCase1678,15
TestCase429,37
TestCase1056,40
TestCase361,24
TestCase30,37
TestCase1867,31
TestCase2269,55
TestCase3532,28
TestCase1680,27
TestCase658,3
TestCase2651,11
TestCase299,20
TestCase1256,16
TestCase652,59
TestCase1888,34
TestCase250,49
TestCase18,2
TestCase1222,4
TestCase3048,36
TestCase3353,25
TestCase338,9
TestCase473,50
TestCase1190,56
TestCase3489,27
TestCase561,54
TestCase1891,19
TestCase1860,42
TestCase1272,55
TestCase917,32
TestCase583,49
TestCase3329,31
TestCase2598,43
TestCase199,36
TestCase265,13
TestCase2780,18
TestCase1480,25
TestCase135,3
TestCase343,57
TestCase1308,14
TestCase3333,27
TestCase785,57
TestCase1109,9
